Wall time,Step,Value
1733410744.3908455,9,0.3333333432674408
1733410789.9833715,11,0.3636363744735718
1733410891.7195327,16,0.375
1733410947.021445,17,0.3529411852359772
1733410994.946004,18,0.3333333432674408
1733413472.069942,37,0.20000000298023224
1733414073.8121765,44,0.15000000596046448
1733414113.7776659,45,0.10000000149011612
1733414324.6202893,46,0.10000000149011612
1733414534.5097601,48,0.15000000596046448
1733414597.1819112,49,0.20000000298023224
1733414894.1567192,52,0.3499999940395355
1733415251.5867903,55,0.4000000059604645
1733415880.8672218,58,0.5
1733417375.2378614,70,0.8500000238418579
1733417926.9514089,76,0.8500000238418579
1733418462.297676,85,0.800000011920929
1733419512.3180554,93,0.8500000238418579
1733419638.352934,95,0.8500000238418579
1733420220.1293201,105,0.8999999761581421
1733420455.0312352,109,0.949999988079071
1733420590.5162287,114,0.8999999761581421
1733421519.8711126,126,0.75
1733422040.5097194,130,0.6000000238418579
1733422060.507956,131,0.6000000238418579
1733422351.0235422,138,0.75
1733422401.875453,140,0.75
1733422534.240504,144,0.75
1733422748.7246118,146,0.75
1733423626.7656715,152,0.800000011920929
1733423648.3680973,153,0.75
1733423812.54314,154,0.75
1733424159.8333642,157,0.699999988079071
1733424392.6778042,161,0.75
1733425195.9492736,172,0.800000011920929
1733426247.0434074,183,0.6499999761581421
1733427770.304931,194,0.699999988079071
1733427799.778629,195,0.75
1733427870.0413122,196,0.75
1733427910.110166,197,0.75
1733428304.0475245,202,0.8999999761581421
1733429339.2783496,209,0.800000011920929
1733430144.480022,219,0.6000000238418579
1733430282.297088,221,0.6000000238418579
1733430798.551527,225,0.550000011920929
1733431137.8648677,227,0.6000000238418579
1733431390.3167503,230,0.550000011920929
1733432385.7012517,239,0.699999988079071
1733432836.3565838,245,0.75
1733432863.5893028,246,0.75
1733434194.5032508,256,0.699999988079071
1733434757.962509,260,0.699999988079071
1733435036.694931,263,0.6000000238418579
1733435205.7828267,265,0.6000000238418579
1733436291.0557353,279,0.75
1733436584.827511,283,0.8500000238418579
1733436787.6666577,285,0.8500000238418579
1733437754.75464,293,0.800000011920929
1733438160.905046,297,0.699999988079071
1733438587.9642522,299,0.6499999761581421
1733438632.9858205,300,0.6499999761581421
1733438909.6743054,303,0.6499999761581421
1733438960.6446834,304,0.6499999761581421
1733439558.6228435,310,0.6499999761581421
1733439763.9862163,311,0.699999988079071
1733439777.5582764,312,0.75
1733440202.0066257,316,0.75
1733440374.0837138,322,0.800000011920929
1733440404.4975305,323,0.800000011920929
1733440946.8408418,327,0.8500000238418579
1733441154.6736057,328,0.8500000238418579
1733441686.659462,332,0.75
1733442276.5522852,337,0.699999988079071
1733442594.5098393,343,0.6000000238418579
1733442866.340672,344,0.6499999761581421
1733443302.188905,348,0.6000000238418579
1733443351.6812994,349,0.6499999761581421
1733443436.7690387,351,0.6499999761581421
1733443946.565503,360,0.6499999761581421
1733444166.3536875,363,0.75
1733444257.2539632,364,0.75
1733444403.8891678,366,0.75
1733444612.3830996,369,0.800000011920929
1733444738.5475016,372,0.75
1733445159.956578,376,0.8500000238418579
1733445444.3529227,379,0.949999988079071
1733445503.0539863,380,0.949999988079071
1733445992.3336499,384,0.8999999761581421
1733446068.8944905,385,0.8999999761581421
1733446523.552601,388,0.800000011920929
1733446547.2292392,389,0.800000011920929
1733446984.1886253,394,0.75
1733447360.3336775,398,0.699999988079071
1733447435.454389,399,0.699999988079071
1733447590.6605263,401,0.699999988079071
1733447661.7244613,402,0.699999988079071
1733447866.134592,404,0.75
1733448395.161701,411,0.800000011920929
1733448428.8711777,412,0.800000011920929
1733448485.4761064,414,0.800000011920929
1733448492.821538,415,0.8500000238418579
1733449145.56616,421,0.800000011920929
1733449384.1897085,424,0.75
1733449656.3542683,427,0.800000011920929
1733450110.0933545,433,0.8500000238418579
1733450216.8063521,435,0.8999999761581421
1733450236.6577492,436,0.8999999761581421
1733450611.240361,441,0.800000011920929
1733451224.335864,443,0.8500000238418579
1733451320.1677945,445,0.8500000238418579
1733451842.550905,451,0.75
1733451871.9598083,453,0.75
1733452335.0984218,455,0.699999988079071
1733453483.882844,464,0.6499999761581421
1733453582.3731368,465,0.6499999761581421
1733454692.3724387,472,0.6499999761581421
1733455216.8781502,478,0.699999988079071
1733455268.9593434,480,0.75
1733455561.849955,484,0.8500000238418579
1733455968.9797509,489,0.8500000238418579
1733456101.9071002,491,0.800000011920929
1733456653.4440749,496,0.8500000238418579
1733457177.6589334,504,0.75
1733457547.803275,506,0.6499999761581421
1733457700.089748,509,0.6000000238418579
1733458898.4542665,518,0.5
1733459253.6736972,521,0.550000011920929
1733459445.1626945,523,0.550000011920929
1733460628.4381714,530,0.800000011920929
1733461401.7290256,538,1.0
1733462894.18167,548,0.949999988079071
1733462918.4443722,549,0.949999988079071
1733463709.4666471,557,0.8999999761581421
1733464170.677883,563,0.949999988079071
1733464492.3400133,567,0.8999999761581421
1733465509.922769,578,0.949999988079071
1733466176.6671562,586,1.0
1733466497.450158,588,1.0
1733466894.3980594,595,1.0
1733466926.46159,596,1.0
1733467029.866433,597,1.0
1733467143.6202226,602,0.949999988079071
1733468317.347588,610,0.949999988079071
1733468548.0616684,612,0.949999988079071
1733468609.6747165,615,0.949999988079071
1733469587.2638423,625,1.0
1733469670.7092519,626,1.0
1733469770.050206,628,0.949999988079071
1733470999.199979,639,0.8500000238418579
1733471209.2916348,641,0.8500000238418579
1733471256.242495,642,0.800000011920929
1733471415.0639598,645,0.800000011920929
1733471678.4480228,650,0.699999988079071
1733471987.0373387,654,0.75
1733472489.2977786,658,0.800000011920929
1733472708.3698235,660,0.800000011920929
1733472731.9489086,661,0.800000011920929
1733472740.4673934,662,0.8500000238418579
1733472775.3697882,665,0.8500000238418579
1733473382.2804556,673,0.949999988079071
1733473549.266543,677,0.949999988079071
1733473604.5586684,679,0.949999988079071
1733473930.016783,682,0.8999999761581421
1733473995.7749624,685,0.8999999761581421
1733474028.1599195,687,0.949999988079071
1733474175.497282,689,0.949999988079071
1733474521.9561913,690,0.949999988079071
1733474545.8804345,691,0.949999988079071
1733475051.742889,693,0.949999988079071
1733476094.616453,703,0.949999988079071
1733476218.4109585,706,0.949999988079071
1733476798.7207046,709,0.8999999761581421
1733476897.921809,711,0.800000011920929
1733477098.0717402,713,0.699999988079071
1733477358.336753,714,0.699999988079071
1733478017.1686275,718,0.6499999761581421
1733478481.5811274,721,0.6499999761581421
1733478604.9872887,723,0.6000000238418579
1733478672.4285433,724,0.6000000238418579
1733478757.4020522,727,0.5
1733478811.7545698,728,0.550000011920929
1733478839.5136025,729,0.5
1733479905.3958058,739,0.6499999761581421
1733480671.0073333,748,0.800000011920929
1733480675.0720143,749,0.8500000238418579
1733480943.299006,752,0.8500000238418579
1733481152.5334227,754,0.8500000238418579
1733481442.3140576,757,0.8999999761581421
